node,window,n_weeks,actual,factor,idio,idio_share,contrib_CL,contrib_NG,contrib_CRACK_321,contrib_WTI_BRENT,contrib_SPX,contrib_TNX,contrib_URA,contrib_BDRY
tanker_shipping,1y,52,0.6517179890511079,0.3754379590532504,0.2762800299978575,0.4239257388001784,0.2478523490843003,0.0003717133168650275,-0.10842275297952421,0.004879065158610058,0.1160837737111115,-0.03828810943279492,0.10746329480967227,0.04549862538501042
coal,1m,4,-0.06235142600150431,0.08760035381092242,-0.14995177981242674,2.404945474844616,-0.06640378321169119,4.392613940731398e-05,0.1286167677163385,-0.033250187024873576,0.014872659884309462,-0.00016095257732250457,0.03829397073821611,0.005587952146538279
coal,3m,13,-0.12857484873470884,0.2410133893394967,-0.36958823807420554,2.874498719705163,-0.32820314550908763,-0.0019152726949296847,0.5172498523168342,0.004282206150950962,0.01164474204916808,0.0005192834736272977,0.03163633518097075,0.005799388371962786
coal,ytd,19,-0.029862375352015,0.2996854845684633,-0.3295478599204783,11.035554139139894,-0.4002935726268789,-0.0008352892596412848,0.5891168317923813,0.0028531817782785148,0.0117102057619585,0.0007934244611052628,0.08167075558630965,0.014669947074950278
coal,1y,52,0.31441922322096205,0.42090615270257487,-0.10648692948161281,-0.33867817746874146,-0.34162014203810437,-0.000728125359555448,0.45513057642019195,0.015318002197649984,0.05063445412383948,-0.025674854098487035,0.23163868387258235,0.036207557584458
power_utilities_regulated_ldc,1m,4,-0.06182689451083182,0.04820597195188361,-0.11003286646271543,1.779692597101705,-0.026792851540209696,1.7454926870764766e-05,0.036674466910556563,0.007728180235101641,0.028003362030151007,0.00015939337183454254,0.0023084985867390597,0.00010746743083972348
power_utilities_regulated_ldc,3m,13,0.021469419947052766,0.03674037317364115,-0.015270953226588384,-0.711288579954612,-0.13242465605644324,-0.0007610717736328938,0.14749136469609955,-0.0009952924750063334,0.021925595682760195,-0.0005142529879068652,0.0019071523178971418,0.00011153376987358527
power_utilities_regulated_ldc,ytd,19,0.06456675199449616,0.03194550692668333,0.032621245067812825,0.5052328645955979,-0.16151197635383896,-0.0003319188332891877,0.1679838961718597,-0.0006631512481282956,0.02204885568220669,-0.0007857382730701387,0.004923407529027893,0.00028213225191562995
power_utilities_regulated_ldc,1y,52,0.12153896075839754,0.12351537099160564,-0.0019764102332081035,-0.016261536390268554,-0.13783819695322402,-0.0002893351219860094,0.12977834508886107,-0.003560289201879225,0.09533835649162258,0.02542613255529129,0.013964014805607553,0.00069634332731242
downstream_biofuels,1m,4,0.09542325756489312,0.06774650462125796,0.027676752943635155,0.29004200495684634,0.025087799983561157,-1.0559142753936044e-05,0.011052684949827623,-0.03183608887057134,0.053316852559344395,2.4776602370416867e-05,0.0052731303341423605,0.004837908205337295
